id,0me,host_id,host_0me,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365,reviews_per_month,calculated_host_listings_count,,last_review
2940,clinton Hill - bedsty,6623512,Nitzan,Brooklyn,Bedford-Stuyvesant,40.68446,-73.95779,Private room,32,7,0,0,0,1,,0
2941,Small Full Sized Bedroom in Historic Manhattan,223715716,James,Manhattan,Harlem,40.82424,-73.93753,Private room,35,7,1,0,1,1,,6/17/2019
2942,"Jupiter Suites, Rm #4 w/Bthrm-(JFK)",7853251,Enyinne,Queens,St. Albans,40.69015,-73.77472,Private room,59,1,8,359,0.12,5,,5/11/2017
2943,"Quirky, Exposed-Brick Cozy Room Brooklyn Townhouse",149929,Obed,Brooklyn,Fort Greene,40.68871,-73.97181,Private room,68,8,37,280,0.5,5,,7/2/2019
2944,Clean & Cozy- Private Room by Park and Subway!,7651357,Jayanthi,Brooklyn,Flatbush,40.65452,-73.9596,Private room,48,2,55,0,1.12,1,,6/14/2018
2945,"NEW!! Hip spot in the Heightz, MANHATTAN",268240039,Rafael,Manhattan,Washington Heights,40.83747,-73.94123,Private room,51,1,1,84,1,1,,7/1/2019
2946,Sun Room Family Home LGA Airport NO CLEANING FEE,26432133,Danielle,Queens,East Elmhurst,40.76367,-73.87088,Private room,48,1,417,338,14.36,5,,7/7/2019
2947,QUIT PRIVATE HOUSE,107716952,Michael,Queens,Jamaica,40.69137,-73.80844,Private room,65,1,0,163,0,2,,0
2948,Single Minimal Bedroom in Hip area of Brooklyn NYC,4453703,Kraig,Brooklyn,Bushwick,40.69731,-73.93272,Private room,43,1,1,0,0.03,1,,12/8/2016
2949,Summer in the City,5577926,Lou,Queens,Astoria,40.76821,-73.9125,Private room,60,1,72,0,1.82,4,,6/15/2019
2950,Private room in sunny Manhattan apartment.,15741095,Cameron,Manhattan,Washington Heights,40.84491,-73.94044,Private room,50,1,20,0,0.81,1,,12/25/2017
2951,Large room & private bathroom,42045746,Owen,Brooklyn,Bushwick,40.68935,-73.9127,Private room,45,1,1,0,0.02,1,,10/6/2015
2952,Lovely room in big shared Brooklyn Brownstone,13208084,Sheki,Brooklyn,Crown Heights,40.6774,-73.94566,Private room,40,28,13,318,0.22,3,,12/24/2018
2953,Brooklyn 1 room,229278227,明凤,Brooklyn,Bensonhurst,40.62071,-73.99912,Private room,45,1,13,324,2.07,1,,6/30/2019
2954,Cozy room in Brooklyn. 40 min to Manhattan.,172986033,Boris,Brooklyn,Bensonhurst,40.61023,-73.99627,Private room,39,1,0,0,0,1,,0
2955,Excellent Brooklyn Private Room,208634617,Anne& Peter,Brooklyn,Bedford-Stuyvesant,40.69197,-73.93872,Private room,55,2,27,351,2.46,3,,6/11/2019
2956,Relaxing and convenient shared room in UES,45317760,Mohammed,Manhattan,Upper East Side,40.76939,-73.95436,Shared room,35,1,14,22,2.37,3,,5/30/2019
2957,Private room (Uptown) Washington Heights,38390671,Sharlene,Manhattan,Washington Heights,40.83769,-73.94207,Private room,40,7,12,48,0.27,1,,6/16/2019
2958,Central..Comfort. All inclusive room,68787921,Hurriyet Aydın /,Brooklyn,Bedford-Stuyvesant,40.68817,-73.92319,Private room,39,3,33,146,1.03,4,,1/11/2019
2959,Cozy bedroom / 15 min from Manhattan,42330917,Gabriela,Queens,Astoria,40.75949,-73.91143,Private room,49,1,19,0,0.96,1,,6/24/2019
2960,room available for 2 weeks in shared accomadation,90034926,0talie,Manhattan,Lower East Side,40.71311,-73.98482,Private room,43,1,0,0,0,1,,0
2961,Large room in Bedstuy brownstone,161903367,Kyle,Brooklyn,Bedford-Stuyvesant,40.68135,-73.94718,Private room,28,2,1,0,0.05,1,,1/1/2018
2962,Large cozy NY room near Times Square 51E4,190921808,John,Manhattan,Hell's Kitchen,40.75412,-73.99651,Private room,55,7,1,360,0.65,47,,5/25/2019
2963,House of Moon Dog,149296548,Eli,Brooklyn,Bushwick,40.69653,-73.91492,Private room,59,3,29,63,1.3,1,,6/24/2019
2964,Private room in Heart of Astoria,13728275,Elvira,Queens,Astoria,40.76272,-73.92004,Private room,50,4,1,0,0.02,1,,3/16/2015
2965,Sunny Guestroom 30 mins to Downtown Manhattan,90658585,Faye,Staten Island,Tompkinsville,40.63267,-74.08369,Private room,34,3,24,159,0.78,3,,6/10/2019
2966,Brooklyn Apartment with Great 0tural Lighting,164165428,Dotun,Brooklyn,Crown Heights,40.67626,-73.92936,Private room,60,3,0,0,0,1,,0
2967,Spacious brand new room getaway traveler  NYC #4,273354185,Lee & Luffy,Bronx,Castle Hill,40.81539,-73.84669,Private room,39,2,0,177,0,7,,0
2968,Welcome New york Astoria spacious,213587085,Sherry,Queens,Ditmars Steinway,40.77739,-73.90805,Private room,65,4,16,23,1.67,1,,6/8/2019
2969,cozy harlem room,4098796,Lux,Manhattan,Harlem,40.82021,-73.95421,Private room,62,2,0,0,0,1,,0
2970,Room in Luxury Building by Yankee Stadium.,289271,Damian,Bronx,Highbridge,40.83351,-73.93033,Private room,65,2,0,296,0,1,,0
2971,Nice Clean Official Cozy Suite 2 In Brooklyn,215387072,Mr. G,Brooklyn,Bedford-Stuyvesant,40.68003,-73.91181,Private room,65,3,17,365,2.26,3,,7/4/2019
2972,Cozy Room in the Heart of Brooklyn!,37563411,Andrew And Talia,Brooklyn,Crown Heights,40.66898,-73.9514,Private room,55,2,47,0,0.98,3,,3/16/2017
2973,"Prime private room,  on bedford ave in a 2Bd apt",1395530,Dorit,Brooklyn,Williamsburg,40.71285,-73.96124,Private room,27,20,2,333,0.42,1,,5/27/2019
2974,Bedroom in artist apartment,3210447,Caitlin,Brooklyn,Bushwick,40.69784,-73.9284,Private room,45,4,2,0,0.05,1,,11/1/2016
2975,Sunny & Spacious Room in Crown Heights,88352863,Daniel,Brooklyn,Crown Heights,40.67159,-73.95242,Private room,65,1,6,0,0.17,1,,6/25/2018
2976,"Independent Basement Apt.(2 bed  rooms, 1 Bath)",83377687,Fer0ndo,Queens,Jackson Heights,40.75479,-73.85776,Entire home/apt,69,2,177,105,5.13,2,,6/28/2019
2977,Spacious Large Private Room By Pr.  Park w Aircon,51372003,Ninell,Brooklyn,Flatbush,40.64881,-73.96724,Private room,55,2,5,213,0.12,2,,8/13/2017
2978,Private Room and Bathroom in Historic Bed-Stuy,50338266,Sammy,Brooklyn,Bedford-Stuyvesant,40.68731,-73.9478,Private room,60,1,0,0,0,1,,0
2979,Big room in luxury building-10mins to Manhattan,85678544,Charles,Queens,Long Island City,40.74832,-73.94197,Private room,60,1,4,0,0.22,1,,8/19/2018
2980,"MARTIAL LOFT 3: REDEMPTION (upstairs, 2nd room)",15787004,Martial Loft,Brooklyn,Bushwick,40.69467,-73.92433,Private room,0,2,16,0,0.71,5,,5/18/2019
2981,Lofted Bedroom in Cool Sundrenched Brooklyn Loft,3662122,Ti0,Brooklyn,Bushwick,40.70751,-73.92143,Private room,63,3,5,0,0.56,3,,5/15/2019
2982,SOHO NYC SEPT ROOM AVAILABLE!!,42034713,Olivia,Manhattan,SoHo,40.72251,-73.99957,Private room,50,1,0,0,0,1,,0
2983,Cool Private Apt in Manhattan w/ Comfy Queen Bed!,40501530,Dani,Manhattan,Harlem,40.82317,-73.94507,Entire home/apt,69,3,4,0,0.34,1,,11/30/2018
2984,Great bedroom in cozy apt. close to Central Park.,19543830,Gabe,Manhattan,Harlem,40.7987,-73.9531,Private room,60,4,1,0,0.15,1,,12/26/2018
2985,A Guest Room in a Bushwick Artist/Musician's Loft,71849302,Dave,Brooklyn,Williamsburg,40.70798,-73.93652,Shared room,64,1,69,81,3.04,1,,6/22/2019
2986,QUEEN BED WITH SKYLIGHT - NEXT TO METRO!,23188519,Emily Wes,Brooklyn,Bedford-Stuyvesant,40.69634,-73.95375,Private room,68,30,17,242,1.93,6,,6/5/2019
2987,ROOM # 8 near to JFK & LGA airport,258589420,Diego,Queens,Richmond Hill,40.68921,-73.83159,Private room,53,1,11,176,4.93,7,,6/26/2019
2988,Cozy SpaHa Apartment,47893591,Stephen,Manhattan,East Harlem,40.79804,-73.93127,Private room,50,13,0,0,0,1,,0
2989,Temple of DreamZzz,227165163,Glory,Brooklyn,Kensington,40.64249,-73.97559,Private room,56,3,1,47,0.15,1,,12/24/2018
2990,Spacious Brooklyn Apartment,229115651,Jeremy,Brooklyn,Bushwick,40.69632,-73.92908,Private room,50,5,0,0,0,1,,0
2991,Beautiful room Williamsburg Brooklyn NY,192181166,Elisa,Brooklyn,Williamsburg,40.70685,-73.94231,Private room,60,150,2,0,0.32,2,,1/13/2019
2992,Garden Apartment /Mingle and Jingle Fun Host,2838058,Annette,Manhattan,Harlem,40.81234,-73.94512,Private room,65,3,3,363,0.48,2,,5/28/2019
2993,Washington Heights Tranquil Getaway Bedroom,191229616,Cesar,Manhattan,Washington Heights,40.83458,-73.94227,Private room,55,7,1,125,0.16,2,,12/31/2018
2994,Sun-drenched private room in 1BR Harlem apt,53638710,Kay,Manhattan,Harlem,40.823,-73.93966,Private room,49,2,1,23,0.7,1,,5/27/2019
2995,tidy room with PRIVATE BATH & PRIVATE ENTRANCE,124860677,Jim&Lisa,Queens,Flushing,40.75777,-73.81172,Private room,54,2,65,361,2.88,6,,7/3/2019
2996,One bedroom apartment,16718001,Nicholas,Brooklyn,Bedford-Stuyvesant,40.68887,-73.95013,Entire home/apt,50,3,15,0,0.25,1,,6/21/2016
2997,ENJOY Downtown NYC!!,46978,Edward,Manhattan,East Village,40.72321,-73.98157,Private room,68,2,203,86,1.96,2,,6/23/2019
2998,Private Room in Bushwick - 15 Min to Manhattan,51610412,Shayan,Brooklyn,Bushwick,40.70424,-73.92682,Private room,45,4,2,0,0.28,1,,12/30/2018
2999,Great and private place to stay in Manhattan!,23719409,Carli0,Manhattan,Harlem,40.8261,-73.95139,Private room,65,1,157,137,3.04,4,,6/8/2019
3000,0,37306329,Juliette,Manhattan,Chi0town,40.71632,-73.99328,Private room,67,4,0,0,0,1,,0
3001,"Bronx Haven : Near water, accessible to transit",16997863,Tara,Bronx,Castle Hill,40.81518,-73.84758,Entire home/apt,62,3,32,42,2.79,1,,6/23/2019
3002,Clean and Quiet room,27744706,Sasan,Queens,Ridgewood,40.70746,-73.91118,Private room,44,5,1,192,1,1,,6/29/2019
3003,Astoria: 2 Weeks July 1st - 14th,39175915,Wesley,Queens,Ditmars Steinway,40.77643,-73.91364,Private room,29,14,0,0,0,1,,0
3004,SunnyPrivateRoom TrendyNeighborhood,21497854,Meaghan,Brooklyn,Bushwick,40.70124,-73.92218,Private room,45,2,13,0,0.25,1,,8/17/2015
3005,Cozy Bed-Stuy Getaway!,20633674,Karli,Brooklyn,Bedford-Stuyvesant,40.69199,-73.94426,Private room,46,3,6,0,0.72,1,,3/16/2019
3006,"Heart of Williamsburg, Sunny & Quiet Room",15377827,Karim,Brooklyn,Williamsburg,40.71899,-73.95858,Private room,45,7,5,0,0.29,1,,1/7/2019
3007,Urban Rustic Room In Artist's Loft!,29693386,Jeffrey,Brooklyn,Williamsburg,40.70506,-73.93201,Private room,65,7,1,0,0.02,1,,4/8/2015
3008,Crown Heights Brooklyn Room near Franklin Ave,76737749,Chris,Brooklyn,Crown Heights,40.6735,-73.95562,Private room,45,1,0,0,0,1,,0
3009,Spacious & Sunny Bedroom in Bedstuy,53243644,Omri,Brooklyn,Bedford-Stuyvesant,40.69255,-73.93915,Private room,45,1,6,3,0.97,2,,1/20/2019
3010,Large Room Close to NYC,30379314,Caitlin,Queens,Sunnyside,40.74447,-73.92547,Private room,50,1,1,0,0.02,1,,9/9/2015
3011,Cozy private room for females in the heart of BR,85495151,Zineb,Brooklyn,Fort Hamilton,40.62274,-74.03277,Private room,60,3,6,38,0.61,1,,10/29/2018
3012,NEW 2 twin beds and private bathroom in Flushing!!,10366837,Jia,Queens,Flushing,40.75767,-73.83094,Entire home/apt,65,2,84,119,3.19,3,,6/15/2019
3013,Cute bedroom in the heart of Williamsburg,127985639,Sarah,Brooklyn,Williamsburg,40.71171,-73.95158,Private room,45,7,0,0,0,1,,0
3014,Beautiful 1 BR by Prospect Park,182477,Shante,Brooklyn,Prospect-Lefferts Gardens,40.6566,-73.96148,Entire home/apt,60,5,9,0,0.19,1,,4/18/2018
3015,Room 2 ( 10 by 10),255431206,Mohammed,Brooklyn,East Flatbush,40.6529,-73.94493,Private room,40,7,2,114,0.91,9,,7/6/2019
3016,Nice room Convenient to Manhattan A,8288419,Jason,Brooklyn,Borough Park,40.64426,-73.99555,Private room,53,1,162,60,2.51,4,,6/13/2019
3017,"Furnished Sublet, Manhattan, Harlem",7101220,David,Manhattan,East Harlem,40.79245,-73.94563,Private room,37,30,1,0,0.02,1,,7/31/2015
3018,Lrg room 1 block from Prospect Park,90316,Dave,Brooklyn,Flatbush,40.65231,-73.96189,Private room,38,3,0,7,0,1,,0
3019,Beautiful modern home!,46938101,Mario,Bronx,Concourse,40.83211,-73.92052,Private room,49,1,33,348,0.87,1,,6/21/2019
3020,Sun-Drenched Hamilton Hts Jewel,567187,Jane,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,283,0.35,1,,6/1/2019
3021,Amazing Private Room - Custom Style,83809962,Tamara,Brooklyn,East Flatbush,40.66248,-73.92855,Private room,45,1,39,365,1.27,2,,6/12/2019
3022,Quiet King Size Room(5mins)Yankee Stadium,187008191,Isabel,Bronx,Concourse,40.83285,-73.92158,Private room,45,1,43,205,3.66,1,,6/22/2019
3023,Huge Bedroom in Historic Harlem!,89715765,Michael,Manhattan,Harlem,40.81378,-73.95152,Private room,66,3,0,0,0,1,,0
3024,Nice room,261448151,Bilhal,Bronx,Longwood,40.82285,-73.90198,Private room,55,2,5,351,3.33,1,,6/28/2019
3025,Sunny Cozy Economic Garden Bedroom 4GR,17555570,Yan,Brooklyn,Crown Heights,40.66889,-73.92376,Private room,49,1,23,48,7.04,12,,6/27/2019
3026,Huge Room For Rent Close to JFK and the Q train,197368927,Cebile,Brooklyn,Sheepshead Bay,40.60898,-73.95341,Private room,65,1,5,348,1.83,8,,7/6/2019
3027,Nice and Cozy Room in Astoria Close to Manhattan.,100833625,Yunmi,Queens,Long Island City,40.75401,-73.92013,Private room,49,1,4,0,0.19,1,,11/26/2017
3028,Private Full Size Bed #4,66269338,Peggy,Queens,Jackson Heights,40.74859,-73.88628,Private room,65,1,49,329,1.31,4,,6/12/2019
3029,Ladies Only Shared Room,223574944,Carly,Manhattan,Kips Bay,40.74392,-73.98072,Shared room,35,2,2,353,0.57,2,,5/25/2019
3030,Bedroom in Upper Westside Apartment,51674579,Brittany,Manhattan,Upper West Side,40.79616,-73.97506,Private room,45,1,0,0,0,1,,0
3031,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,308875,Scott,Brooklyn,Williamsburg,40.70763,-73.95177,Private room,59,2,181,15,1.77,2,,6/23/2019
3032,Private Room in Bed-stuy,104569137,Samuel,Brooklyn,Crown Heights,40.67829,-73.9505,Private room,60,2,0,40,0,1,,0
3033,"Large Private Room in Modern, Rustic 2BR Apartment",61278632,Owen,Manhattan,Harlem,40.82049,-73.95268,Private room,50,3,3,7,0.74,1,,7/1/2019
3034,"Room in S3rd/Bedford, Williamsburg",320422,Marlon,Brooklyn,Williamsburg,40.71368,-73.9626,Private room,60,3,0,0,0,1,,0
3035,Room for rent in East Village,47625541,Jeff,Manhattan,East Village,40.72152,-73.97999,Private room,65,2,4,1,0.1,2,,7/21/2016
3036,Apartment-Styled space in Queens. 10Min from JFK.,148737806,Daré,Queens,Rosedale,40.66183,-73.72943,Private room,58,1,65,84,2.92,2,,6/30/2019
3037,Queens Comfort,228213504,Lorraine,Queens,Jamaica,40.69607,-73.79842,Private room,45,3,0,0,0,1,,0
3038,The Brooklyn Blue House 3,183127881,Gia0,Brooklyn,Ca0rsie,40.646,-73.90189,Private room,59,2,35,176,3.85,4,,5/24/2019
3039,Charming Attic RM with Backyard/Porch/Near Metro,23878336,Armando,Bronx,Fordham,40.87085,-73.89318,Private room,58,3,0,75,0,10,,0
3040,Huge private room in the heart of Williamsburg,4369380,Emmanuel,Brooklyn,Williamsburg,40.71436,-73.95421,Private room,46,3,11,0,0.26,1,,5/22/2017
3041,Great Space and Location,25161307,Devi,Manhattan,East Harlem,40.79523,-73.94956,Private room,50,14,0,0,0,1,,0
3042,Gigantic private room in BedStuy,17543924,Jet,Brooklyn,Bedford-Stuyvesant,40.68608,-73.92987,Private room,50,6,8,0,0.19,1,,7/1/2017
3043,Private Comfy Best Value BR w/Yard!~175ft to Subwy,40883799,Amos,Brooklyn,Bushwick,40.70596,-73.92182,Private room,60,1,83,175,3.15,3,,6/28/2019
3044,Private room in Wash Heights NYC,49118721,Raphael,Manhattan,Washington Heights,40.85068,-73.93046,Private room,40,4,1,0,0.02,1,,1/2/2016
3045,Cosy bedroom in Upper West Side,88787567,Vincent,Manhattan,Upper West Side,40.79787,-73.96802,Private room,60,4,4,0,0.22,1,,6/2/2018
3046,Furnished Bedroom in House w/ LAUNDRY & GARDEN,251826717,Ryan,Brooklyn,Bedford-Stuyvesant,40.68956,-73.9432,Private room,50,3,6,0,2.77,1,,6/29/2019
3047,Gorgeous Bedroom in spacious Brooklyn apt,17259675,Christine,Brooklyn,Bushwick,40.70018,-73.91573,Private room,60,1,3,0,0.48,1,,3/17/2019
3048,"Private room for short time rent, Sheepshead Bay",35673036,Victoria,Brooklyn,Sheepshead Bay,40.589,-73.95675,Private room,50,3,3,189,0.28,1,,9/14/2018
3049,Beautiful Bushwick loft for August,8133558,Gryphon,Brooklyn,Bushwick,40.69493,-73.9294,Private room,38,15,0,0,0,1,,0
3050,Zen room at Casa de la Lu0,12798614,Jessica,Brooklyn,Bedford-Stuyvesant,40.68979,-73.94299,Private room,54,2,1,319,0.03,3,,4/17/2016
3051,"Queen Room w/ Memory Foam, In-room TV and Rooftop",94522062,Christine,Manhattan,East Village,40.7229,-73.98476,Private room,67,1,6,9,0.2,1,,5/27/2019
3052,Spacious shared room in modern Bed-Stuy 2,159811367,Sergii,Brooklyn,Bedford-Stuyvesant,40.69483,-73.94059,Shared room,32,30,0,324,0,10,,0
3053,Brooklyn Beauty - Private Room,26225727,Xiomara,Brooklyn,Bushwick,40.68601,-73.91167,Private room,65,3,76,23,1.98,1,,6/25/2019
3054,Loft Room in Bushwick,235311151,Armin,Brooklyn,Williamsburg,40.7025,-73.93561,Private room,40,2,1,0,0.28,1,,3/25/2019
3055,Down town Flushing facing botanical garden,264150720,Steven,Queens,Flushing,40.7482,-73.83113,Private room,50,1,4,333,3.16,1,,7/1/2019
3056,"Sunny Rm #3, Air Conditioner, Park,Express Q train",2478675,Gi0,Brooklyn,Flatbush,40.65393,-73.95845,Private room,36,1,173,360,2.38,5,,6/29/2019
3057,Lovely Brooklyn room near the park & subway,6927464,Grace,Brooklyn,Crown Heights,40.67377,-73.95398,Private room,53,1,0,0,0,1,,0
3058,Private room in Apartment,129168532,Likowsky,Manhattan,Harlem,40.82081,-73.95474,Private room,58,1,5,0,0.4,1,,8/19/2018
3059,Beautiful Studio Apartment in East Harlem,148152874,Andrew,Manhattan,East Harlem,40.80046,-73.93677,Entire home/apt,59,4,9,0,1.02,1,,6/3/2019
3060,Sunny room with a great view near Times Sq. 51E3,190921808,John,Manhattan,Hell's Kitchen,40.75554,-73.99702,Private room,54,7,6,359,0.58,47,,6/9/2019
3061,Garden View Room Available,3673451,Nikki,Brooklyn,Williamsburg,40.70577,-73.95193,Private room,50,3,3,0,0.21,2,,12/31/2018
3062,Pvt Room in Artsy Home w/pvt roof gym!,2739367,Heather,Brooklyn,Williamsburg,40.70931,-73.94253,Private room,62,1,71,73,5.52,2,,6/20/2019
3063,Huge private room in a Brooklyn Brownstone,13208084,Sheki,Brooklyn,Crown Heights,40.67818,-73.94709,Private room,45,7,1,143,0.1,3,,9/2/2018
3064,Cozy bedroom in diverse neighborhood near JFK,273393150,Liza,Queens,Richmond Hill,40.68639,-73.81847,Private room,28,2,0,24,0,1,,0
3065,Jewel On Parkside 2,11546043,Liz And Cesar,Brooklyn,Prospect-Lefferts Gardens,40.6553,-73.9607,Private room,65,28,13,319,0.3,3,,2/5/2019
3066,Brooklyn Bliss 1,44929652,Lawanne,Brooklyn,East Flatbush,40.64335,-73.94888,Private room,60,2,9,361,0.21,4,,7/1/2019
3067,"Quiet, Comfortable room near A Express Train",8833868,Susan,Manhattan,Washington Heights,40.85663,-73.93564,Private room,50,4,22,42,1.46,1,,7/2/2019
3068,Private Room Brooklyn NY,2120259,Sue,Brooklyn,Crown Heights,40.66586,-73.95128,Private room,55,4,21,129,0.34,4,,4/8/2019
3069,Cozy apartment in PERFECT location!,41083526,Brenda,Queens,Sunnyside,40.74529,-73.92176,Shared room,50,1,9,0,1.03,2,,3/23/2019
3070,"Cozy bedroom in Harlem, NY",54283436,Maurice,Manhattan,East Harlem,40.7993,-73.94164,Private room,60,3,6,0,0.25,1,,7/26/2018
3071,Fan'tastic,75248463,Jotham,Brooklyn,East Flatbush,40.64516,-73.94751,Private room,59,2,10,41,0.47,4,,6/1/2019
3072,Springfield Room rental,264043510,Ken,Queens,Springfield Gardens,40.66277,-73.76336,Private room,50,1,2,365,2,6,,6/12/2019
3073,ASTORIA APARTMENT OUTDOOR SPACE,18051286,Danielle,Queens,Astoria,40.77221,-73.92901,Private room,50,1,0,0,0,1,,0
3074,"Bedroom in Brooklyn Apt, close to Prospect Park!",74569188,Luz Carime,Brooklyn,Flatbush,40.64815,-73.96862,Private room,60,2,3,0,0.32,1,,11/6/2018
3075,Private Cozy Studio Suite,15544818,Janice,Bronx,Pelham Gardens,40.86264,-73.84854,Entire home/apt,62,2,61,68,3.22,1,,6/25/2019
3076,Room in Queens NY  near LGA,119987770,Sonia,Queens,East Elmhurst,40.76075,-73.87943,Private room,55,1,296,322,10.6,2,,7/1/2019
3077,Cozy Room in Crown Heights! (Female Guests Only),11304670,Katya,Brooklyn,Crown Heights,40.66469,-73.95125,Private room,29,5,3,206,0.1,1,,1/1/2019
3078,Entire Third floor 3 bedroom,229060975,Aubrey,Brooklyn,Bedford-Stuyvesant,40.68185,-73.92339,Entire home/apt,60,14,0,329,0,1,,0
3079,Comfy private room in great Astoria neighborhood,18192996,Jessica And Danny,Queens,Ditmars Steinway,40.7785,-73.91693,Private room,55,1,5,0,0.15,2,,3/12/2017
3080,Spacious and comfortable room,208136645,Andre,Brooklyn,East Flatbush,40.65267,-73.94257,Private room,45,2,1,296,0.15,4,,12/27/2018
3081,Melrose Place...,33862021,Victor,Bronx,Melrose,40.82296,-73.91429,Private room,42,2,2,0,0.06,1,,10/24/2016
3082,Cozy Corner,180154611,Marlyn,Brooklyn,Ca0rsie,40.63806,-73.90024,Private room,49,2,16,346,1.24,3,,5/29/2019
3083,Bdrm 5 Mins from Train w/ Big Backyard + Laundry,80465615,Kenya,Brooklyn,Crown Heights,40.67208,-73.94071,Private room,52,1,2,0,0.16,1,,8/7/2018
3084,Comfy Room E Williamsburg - 1 min from L -Huge APT,55807631,Brent,Brooklyn,Williamsburg,40.70827,-73.94133,Private room,40,1,11,0,0.6,1,,4/1/2018
3085,Charming Room in Prospect Heights!,23077718,0,Brooklyn,Crown Heights,40.67512,-73.96146,Private room,50,1,0,0,0,1,,0
3086,Charming Boutique Room in Bushwick,17169449,Kip,Brooklyn,Bushwick,40.69502,-73.90645,Private room,55,3,225,15,3.7,1,,6/30/2019
3087,Little room for a place to rest,124554019,Eric,Brooklyn,Crown Heights,40.67225,-73.93326,Private room,55,2,4,0,0.18,2,,5/9/2018
3088,Private Room #2 in Brooklyn,25077909,Carlos,Brooklyn,Bedford-Stuyvesant,40.69044,-73.92636,Private room,50,3,10,235,1.59,2,,6/26/2019
3089,"Love Nest, Just for 2",21721684,S.,Brooklyn,Bushwick,40.68469,-73.90761,Entire home/apt,69,3,64,219,4.06,2,,6/23/2019
3090,Brooklyn - Bushwick - NYC #2,81274648,Ming,Brooklyn,Bushwick,40.69664,-73.92921,Private room,48,2,91,21,2.6,4,,6/23/2019
